""
,Protein,Loadings
0,CCL7,0.2479281486767801
1,CCL3,0.2375471971111053
2,CXCL11,0.23440756055074902
3,CXCL8,0.23298382742954976
4,IL6,0.2319491588629147
5,CXCL10,0.22634997549598848
6,CCL8,0.22072096545334563
7,IFNG,0.2146289611309798
8,CSF1,0.21423134341862146
9,VEGFA,0.21049052340124075
10,CCL2,0.21043533599130268
11,CXCL9,0.20696949047696894
12,HGF,0.20424129012745906
13,IL18,0.190380315134369
14,IL15,0.1776886733151334
15,IL7,0.1764909282716781
16,CCL19,0.17305524782672163
17,TNF,0.17253767951453766
18,IL27,0.17007342779251938
19,CCL4,0.1461598437127832
20,OSM,0.14551544146276135
21,MMP1,0.1357844061016626
22,CSF3,0.13479108943475993
23,TGFA,0.12930057126482658
24,CXCL12,0.12763268901974373
25,CCL13,0.12099376450260259
26,EGF,0.1121468351489051
27,IL17C,0.1003132400451311
28,OLR1,0.08517003957595874
29,CCL11,0.05291519862061304
30,TNFSF12,0.016995664345974697
31,MMP12,0.008602608949204477
32,FLT3LG,-0.03771813579144688
33,TNFSF10,-0.048468359032163955
34,LTA,-0.05283895442428657
,Protein,Loadings
0,IFNG,0.21770329072981748
1,IL15,0.21054164422431182
2,IL6,0.18211902798762042
3,CSF1,0.16899378327226525
4,CXCL10,0.1572442679602436
5,CSF3,0.12454364367230904
6,TGFA,0.12356093895405708
7,IL17C,0.11133500687959788
8,TNF,0.10658046993442741
9,CXCL9,0.09752750398868358
10,CCL7,0.07437364668412808
11,IL18,0.02924205580260281
12,CCL19,0.011921219775731257
13,CCL2,0.00582255838336744
14,LTA,-0.009119613294677573
15,CXCL8,-0.012148827368126303
16,IL27,-0.01928019474406412
17,HGF,-0.021307646446350102
18,CCL8,-0.02369826783166351
19,CCL3,-0.03009925653833864
20,MMP12,-0.03254462728058425
21,OSM,-0.05010165606547735
22,CXCL11,-0.055800604900580364
23,VEGFA,-0.07299480589513106
24,TNFSF10,-0.08675323695916994
25,OLR1,-0.12815353528319587
26,FLT3LG,-0.16173861474797147
27,CCL4,-0.21179754361656936
28,MMP1,-0.21430928685519846
29,CXCL12,-0.222480407179009
30,CCL11,-0.2262112697768808
31,IL7,-0.2930113095386118
32,TNFSF12,-0.31907546864502123
33,EGF,-0.38927413295659125
34,CCL13,-0.3948657507532557
,Protein,Loadings
0,CXCL9,0.2229221481138417
1,CSF1,0.21904305349518946
2,CCL3,0.2168537903301846
3,IL6,0.21641114637341988
4,TNF,0.21539773590827888
5,TGFA,0.21447849620991932
6,CXCL10,0.21396813926044803
7,CCL8,0.21014544143661204
8,VEGFA,0.2086803578407266
9,CCL2,0.20775954734774837
10,CCL7,0.2059543828678985
11,OSM,0.20436528582368307
12,IFNG,0.20099206165938996
13,IL15,0.20084782335051368
14,HGF,0.19855622450989532
15,CSF2,0.19365390520232625
16,CCL4,0.18581290838124553
17,IL18,0.1771816085919316
18,CXCL8,0.17639999973109632
19,CXCL11,0.16955782653227036
20,CCL19,0.16796427498056737
21,IL17C,0.16384226194933793
22,OLR1,0.16233579709781307
23,CSF3,0.15440849923506642
24,CCL13,0.1448891552205268
25,CXCL12,0.11710228544818903
26,MMP1,0.10158135587736081
27,IL7,0.08857040973658477
28,FLT3LG,0.07464599953999725
29,EGF,0.01955329782088337
30,LTA,0.013735649031919914
31,MMP12,0.007279260804513818
32,CCL11,-0.015480821591179774
33,TNFSF10,-0.023614816200246674
34,TNFSF12,-0.08165460049798066
,Protein,Loadings
0,HGF,0.24087697056703736
1,CXCL8,0.2218157495770089
2,MMP1,0.2208961250034622
3,EGF,0.19910411622560087
4,CSF3,0.1952042555283271
5,IL15,0.1503190968101973
6,OLR1,0.1366583231236803
7,IL6,0.1300953558192517
8,IL7,0.12654149946411478
9,OSM,0.11428699306936682
10,CSF1,0.09620155761246475
11,IFNG,0.06535566914435205
12,CCL2,0.03322183447710274
13,VEGFA,0.023741012509782288
14,CCL3,0.015956951323337215
15,CCL7,0.013474199199634496
16,CCL8,0.004683309035421181
17,TGFA,-0.015280612815336896
18,TNFSF12,-0.051290388516511624
19,CSF2,-0.0604202213555501
20,FLT3LG,-0.06286549101174568
21,MMP12,-0.08057209247724444
22,IL18,-0.08498223835310663
23,CXCL9,-0.09082554995998546
24,IL17C,-0.10291723789445385
25,TNFSF10,-0.10705645404654134
26,CXCL10,-0.11437531961881878
27,CCL4,-0.12783200414571635
28,CXCL12,-0.1553602184212295
29,TNF,-0.18464636032109388
30,LTA,-0.23932088953690173
31,CCL19,-0.2748978758407293
32,CCL13,-0.30685635650932624
33,CXCL11,-0.3117490343067448
34,CCL11,-0.4438281270302824
