""
,Protein,Loadings
0,CXCL10,0.23098899431273204
1,IL6,0.22989133687690289
2,CCL7,0.2290594480290778
3,CCL8,0.22365695355617798
4,CCL3,0.22332623525252587
5,CXCL8,0.2213566811246233
6,CSF1,0.22002207129533644
7,IFNG,0.21661978645343086
8,VEGFA,0.2160478410806516
9,CXCL9,0.21078904984611535
10,HGF,0.21027031471928334
11,CXCL11,0.2071317286283063
12,CCL2,0.20586847796083727
13,IL18,0.19727970661708366
14,IL15,0.18659123299225364
15,IL7,0.18247849310158354
16,CCL19,0.18124198512149248
17,TNF,0.18105169715223465
18,IL27,0.1809096067805156
19,CCL4,0.14952252823352824
20,MMP1,0.14683402446553898
21,OSM,0.14621438011009302
22,CXCL12,0.14251640514159128
23,CSF3,0.13845202232054404
24,TGFA,0.13424240083691247
25,EGF,0.12736027286914983
26,IL17C,0.11504527652077501
27,CCL13,0.09690325019673326
28,OLR1,0.059869451941652996
29,TNFSF12,0.04596588180666319
30,CCL11,0.017119414661885383
31,MMP12,0.005269840648336834
32,FLT3LG,-0.026441320749746262
33,TNFSF10,-0.02841197429934306
34,LTA,-0.043935631222815366
,Protein,Loadings
0,IL6,0.22496683990572747
1,IFNG,0.17860285403897863
2,CCL7,0.1773755226791936
3,IL15,0.14894666336390813
4,TGFA,0.11201313730975014
5,CSF3,0.10384471914220046
6,CXCL10,0.09813675647827845
7,CSF1,0.0968424841263364
8,CXCL8,0.06907211163785625
9,CXCL9,0.05452669911671322
10,CXCL11,0.05333635004721439
11,CCL2,0.05002434321030351
12,OSM,0.04592471414670315
13,CCL3,0.024679835533560665
14,OLR1,0.02039451059537476
15,TNF,0.01270995883293033
16,IL17C,0.0028616745387637903
17,HGF,-0.01925241550300521
18,CCL8,-0.04742302201277797
19,IL18,-0.05033210530525561
20,CCL19,-0.06801973878729915
21,MMP12,-0.07634348355358758
22,CCL11,-0.09325192185019465
23,IL27,-0.09695757336968416
24,VEGFA,-0.1014536008428177
25,CCL4,-0.15770263766808867
26,LTA,-0.16054703448659374
27,MMP1,-0.19655955432578767
28,TNFSF10,-0.23733621231085314
29,FLT3LG,-0.261411586436531
30,CCL13,-0.26146218519784536
31,CXCL12,-0.26414183530077356
32,IL7,-0.30177012854739543
33,EGF,-0.38861628961889405
34,TNFSF12,-0.40858822900920255
,Protein,Loadings
0,CXCL9,0.2229221481138413
1,CSF1,0.21904305349518918
2,CCL3,0.21685379033018465
3,IL6,0.2164111463734198
4,TNF,0.21539773590827865
5,TGFA,0.2144784962099193
6,CXCL10,0.21396813926044778
7,CCL8,0.21014544143661198
8,VEGFA,0.20868035784072655
9,CCL2,0.20775954734774824
10,CCL7,0.20595438286789833
11,OSM,0.20436528582368285
12,IFNG,0.20099206165938974
13,IL15,0.2008478233505135
14,HGF,0.19855622450989535
15,CSF2,0.1936539052023264
16,CCL4,0.18581290838124565
17,IL18,0.1771816085919314
18,CXCL8,0.17639999973109635
19,CXCL11,0.1695578265322704
20,CCL19,0.16796427498056724
21,IL17C,0.16384226194933785
22,OLR1,0.1623357970978132
23,CSF3,0.1544084992350662
24,CCL13,0.14488915522052667
25,CXCL12,0.11710228544818878
26,MMP1,0.10158135587736083
27,IL7,0.08857040973658488
28,FLT3LG,0.07464599953999711
29,EGF,0.019553297820883324
30,LTA,0.013735649031919726
31,MMP12,0.007279260804514319
32,CCL11,-0.015480821591179687
33,TNFSF10,-0.02361481620024686
34,TNFSF12,-0.08165460049798068
,Protein,Loadings
0,HGF,0.24087697056703708
1,CXCL8,0.22181574957700873
2,MMP1,0.22089612500346228
3,EGF,0.1991041162256009
4,CSF3,0.19520425552832715
5,IL15,0.1503190968101974
6,OLR1,0.13665832312368006
7,IL6,0.13009535581925175
8,IL7,0.12654149946411478
9,OSM,0.11428699306936685
10,CSF1,0.09620155761246461
11,IFNG,0.06535566914435194
12,CCL2,0.03322183447710317
13,VEGFA,0.023741012509782056
14,CCL3,0.015956951323337167
15,CCL7,0.013474199199634815
16,CCL8,0.0046833090354214115
17,TGFA,-0.015280612815336955
18,TNFSF12,-0.051290388516511985
19,CSF2,-0.06042022135555019
20,FLT3LG,-0.06286549101174588
21,MMP12,-0.08057209247724466
22,IL18,-0.08498223835310635
23,CXCL9,-0.09082554995998499
24,IL17C,-0.10291723789445378
25,TNFSF10,-0.10705645404654088
26,CXCL10,-0.11437531961881814
27,CCL4,-0.12783200414571644
28,CXCL12,-0.15536021842122918
29,TNF,-0.18464636032109372
30,LTA,-0.23932088953690175
31,CCL19,-0.27489787584072956
32,CCL13,-0.3068563565093262
33,CXCL11,-0.31174903430674467
34,CCL11,-0.443828127030283
