""
,Protein,Loadings
0,CCL3,0.249174763398577
1,CCL7,0.24377239356940844
2,CCL2,0.23515860775243208
3,CXCL8,0.23296855569500313
4,CXCL11,0.2318523095483874
5,CCL8,0.22189733192383201
6,HGF,0.2206985157193412
7,IL6,0.21917401837495182
8,CSF1,0.21741158437108302
9,CXCL10,0.2133464632957424
10,VEGFA,0.20586731659407057
11,CXCL9,0.2028067637648491
12,IFNG,0.20077180348868853
13,IL18,0.1849947005172951
14,TNF,0.18057560944213424
15,IL15,0.17214840226024436
16,CCL19,0.17143933005666226
17,IL7,0.16822886780221966
18,CCL4,0.15280191907881202
19,TGFA,0.1487160319833881
20,MMP1,0.14195725496027356
21,CCL13,0.1394625023319185
22,OSM,0.1357652276609928
23,IL17C,0.12252020107792608
24,EGF,0.11822652253336745
25,CXCL12,0.10842600863927442
26,CCL11,0.1031678588788341
27,CSF3,0.10081660886570895
28,OLR1,0.10057469851187953
29,IgA,0.09271682951078995
30,IgM,0.0863713510978735
31,TNFSF12,0.058180212751907
32,MMP12,0.04724619262725722
33,FLT3LG,0.02575782501093959
34,IgG,0.023322896212098335
35,TNFSF10,-0.009152251360521455
36,LTA,-0.01670199878092978
,Protein,Loadings
0,IFNG,0.23946470991093247
1,IL15,0.19376642847599324
2,CSF3,0.18384183570368934
3,IL17C,0.1823045348556964
4,TNF,0.1769963660877676
5,CSF1,0.1710865895769338
6,CXCL10,0.16412772030209832
7,LTA,0.1429959257408138
8,TGFA,0.13385671829314133
9,TNFSF10,0.13066540731134965
10,CXCL9,0.11572709157348986
11,IL6,0.10023911970358838
12,IL18,0.08768323378100726
13,CCL19,0.08228007997077724
14,MMP12,0.07535129252452805
15,CCL8,0.05788183851935891
16,CCL7,0.023956790850227977
17,CCL2,0.018769556141999703
18,FLT3LG,0.0027167722868314623
19,CCL3,-0.0018190117722726342
20,CXCL8,-0.008911023295694272
21,CXCL11,-0.047770460166653275
22,VEGFA,-0.06353145910780522
23,HGF,-0.09052695110822022
24,CCL11,-0.09882549131988488
25,OSM,-0.12266764427248031
26,OLR1,-0.12705420041432727
27,TNFSF12,-0.1711790392889022
28,CXCL12,-0.18902909759403105
29,MMP1,-0.20702663448898223
30,CCL4,-0.2087127631161508
31,IgM,-0.2395023793953009
32,IL7,-0.2514353500662611
33,IgA,-0.25817696164240744
34,CCL13,-0.28310597376853885
35,EGF,-0.286137712204805
36,IgG,-0.3016194883346178
